date,business,amount
2016-04-10,KFC,-6455.67
2017-04-16,Dodo Pizza,-5870.71
2016-01-07,Perekrestok,7347.78
2016-11-10,OZON,-7632.32
2018-08-10,Dr. Head,-6068.03
2019-02-25,OZON,-2261.4
2018-11-01,Google Play,8860.86
2019-08-13,QIWI,9150.87
2017-11-21,HSE,-3153
2019-02-13,Yves Rocher,9668.3
2018-11-23,5ka,-1985.63
2019-06-21,OZON,-6125.66
2017-05-21,McDonald's,-352.5
2017-08-20,Steam,-8955.65
2018-07-13,Wildberries,-8379.15
2018-11-22,Yandex.Money,-2121.79
2016-03-15,Amazon,4675.2
2018-03-28,Yandex.Money,2293.06
2017-12-24,Papa John's,228.48
2016-03-24,Starbucks,5315.51
2019-01-24,Wildberries,6496.58
2016-05-24,Coinbase,4555.89
2019-11-26,Stellar,9340.76
2017-09-13,Papa John's,2780.07
2017-06-04,Wildberries,3050.1
2017-10-05,Yves Rocher,4834.36
2016-02-04,Papa John's,3931.66
2017-05-14,Yandex.Money,9300.86
2017-03-23,McDonald's,4595.09
2018-12-24,Yves Rocher,-1804.43
2019-12-11,World of Warcraft,7263.4
2016-05-25,Burger King,-1338.87
2016-06-17,Perekrestok,1344.39
2016-03-19,Yandex.Money,-678.59
2018-02-13,Steam,-8475.82
2019-05-09,Local Kitchen,-753.76
2019-02-16,Burger King,-5313.33
2018-10-10,Local Kitchen,-1718.15
2018-07-11,Wildberries,7927.44
2017-10-02,Amazon,-262.71
2016-09-27,Starbucks,9088.4
2019-10-09,Amazon,6366.84
2019-08-29,KFC,-1393.44
2016-12-30,Starbucks,8441.23
2019-09-02,Google Play,-5209.53
2016-02-16,Amazon,4815.76
2017-01-29,World of Warcraft,9960.62
2016-01-05,Perekrestok,3591.87
2016-11-28,World of Warcraft,-5347.6
2019-12-17,McDonald's,1976.77
2017-09-09,Amazon,-2287.79
2019-08-23,5ka,-7123.02
2016-09-25,Local Kitchen,9146.58
2016-04-16,Friday's,-755.7
2017-02-16,Stellar,-9587.57
2016-04-07,Yves Rocher,-8636.39
2018-12-28,World of Warcraft,-1653.92
2017-04-07,Google Play,-2981.67
2017-11-11,OZON,-6001.61
2017-12-28,Papa John's,6230.62
2018-09-29,Stellar,512.45
2018-06-06,Yves Rocher,9336.14
2019-08-18,HSE,-3813.64
2019-12-31,Dodo Pizza,9946.57
2016-11-25,VK,-7873.7
2018-01-29,Amazon,4403.6
2016-07-12,Yves Rocher,-7464.26
2018-05-10,Amazon,1983.23
2018-03-29,Dr. Head,-5468.64
2018-07-08,KFC,-5616.37
2018-06-20,Papa John's,-4693.84
2018-09-19,OZON,6539.92
2019-05-30,Coinbase,-1516.68
2016-10-16,Steam,3090.6
2018-02-26,Mindbox,-4874.88
2017-10-14,Yves Rocher,-9502.03
2016-01-18,Starbucks,-2288.14
2016-03-09,World of Warcraft,-3729.04
2018-12-27,Mindbox,-6994.46
2017-12-10,Dr. Head,8208.82
2018-04-22,VK,-6613.11
2018-09-02,QIWI,3295.9
2016-04-15,QIWI,5902.07
2016-01-19,VK,-4210.18
2016-12-12,Friday's,5096.11
2017-03-11,Perekrestok,-8501.18
2019-05-19,HSE,-1419.73
2018-09-18,Starbucks,-1731.71
2016-12-01,Wildberries,-9713.03
2019-02-05,Perekrestok,-3700.2
2018-07-24,HSE,-2119.96
2018-12-23,Papa John's,-8375.08
2018-07-02,HSE,739.3
2018-02-08,Coinbase,-2803.17
2018-07-22,Google Play,1645.37
2019-07-12,Perekrestok,4942.33
2019-07-24,5ka,7648.79
2016-12-08,Perekrestok,-1083.27
2016-07-25,KFC,3104.52
2016-06-14,VK,-4304.31
2018-04-09,Friday's,4172.7
2017-04-19,Steam,-6722.08
2018-11-25,Local Kitchen,2210.15
2016-09-07,Friday's,6870.81
2018-01-20,Burger King,-7066.99
2018-10-11,Steam,-3841.74
2017-05-15,Steam,6196.44
2018-01-02,5ka,-1096.8
2019-01-19,VK,-445.41
2017-03-19,OZON,1190.29
2019-05-08,QIWI,2528.29
2017-12-23,QIWI,-7049.2
2017-06-08,Local Kitchen,-6801.39
2019-07-03,Coinbase,-6734.2
2017-10-26,Yves Rocher,9985.94
2017-11-19,Perekrestok,3723.65
2019-07-18,OZON,-1832.78
2018-06-18,Yandex.Money,-5475.81
2019-06-18,Yandex.Money,396.58
2017-07-28,Dr. Head,-7195.58
2017-03-30,Amazon,9457.5
2019-02-16,Steam,7569.48
2017-03-08,Dodo Pizza,-5879.65
2018-07-30,Yandex.Money,8840.76
2019-02-05,OZON,1540.31
2016-06-07,QIWI,2012.42
2016-05-16,Wildberries,4434.96
2018-01-05,Mindbox,-1096.51
2019-06-18,KFC,-7609.3
2017-10-07,Yves Rocher,-567.33
2017-02-21,Amazon,-1328.29
2019-06-15,Papa John's,416.08
2016-03-14,OZON,-2870.93
2017-06-19,KFC,524.81
2019-12-12,VK,-7276.19
2019-07-01,QIWI,-6857.32
2018-09-04,Dodo Pizza,-7717.12
2017-08-01,QIWI,-6451.84
2018-07-03,QIWI,-7664.13
2019-06-07,Steam,-809.1
2018-06-22,Burger King,4007.62
2017-04-21,QIWI,-8108.17
2016-08-13,Mindbox,9310.37
2019-05-18,Friday's,8967.2
2018-11-04,World of Warcraft,638.63
2016-09-10,Google Play,-118.51
2019-07-04,Coinbase,-9343.67
2018-04-19,Stellar,-3404.48
2016-08-13,Friday's,-680.43
2016-05-08,QIWI,2117.08
2019-04-29,QIWI,4673.09
2018-05-25,Local Kitchen,147.68
2017-06-18,Dodo Pizza,7294.6
2019-08-07,Coinbase,-7292.52
2016-04-22,KFC,8861.29
2016-07-26,Dodo Pizza,-4853.78
2019-03-24,Local Kitchen,-8990.68
2017-06-10,Perekrestok,6645.8
2017-02-05,Papa John's,-9647.93
2018-02-28,Yves Rocher,6700.5
2017-03-27,Dr. Head,-1256.63
2017-12-19,McDonald's,-966.17
2019-07-17,World of Warcraft,-4798.5
2016-05-21,Yandex.Money,-2371.75
2016-03-26,Burger King,-5995.54
2016-08-21,Wildberries,3492.52
2016-02-21,OZON,-2464.43
2019-11-20,VK,-1880.5
2019-05-20,OZON,8650.74
2019-04-06,KFC,58.05
2017-09-22,World of Warcraft,9535.75
2018-04-02,Dodo Pizza,9653.09
2019-03-02,Google Play,8378.3
2016-12-26,Friday's,4818.11
2018-05-03,Burger King,7396.64
2019-04-03,Yandex.Money,-8799.39
2018-12-24,VK,9432.52
2019-07-29,Wildberries,7736.96
2017-10-18,Steam,-5418.81
2019-06-06,Yves Rocher,-7342.91
2016-12-11,Coinbase,8416.99
2019-08-10,Dodo Pizza,1968.41
2017-01-01,Amazon,-8397.64
2017-07-16,Perekrestok,9978.89
2017-05-23,OZON,5297.26
2019-06-21,Dr. Head,9165.69
2016-08-20,McDonald's,-987.94
2016-12-08,McDonald's,-8739.71
2018-01-31,Local Kitchen,4438.07
2018-10-30,Starbucks,3227.29
2019-09-19,Burger King,-1799.53
2019-01-04,HSE,7987.36
2016-06-24,Wildberries,3565.83
2017-12-03,Dr. Head,2649.03
2016-05-02,Perekrestok,-7718.58
2017-09-05,Steam,2092.77
2017-09-16,Steam,7940.52
2019-04-15,VK,-5780.52
2016-08-08,5ka,-6848.98
2016-04-16,Amazon,-3662.62
2016-04-08,KFC,-3817.15
2016-08-01,Dr. Head,-8201.6
2016-10-19,Stellar,2805.95
2018-01-26,KFC,9594.64
2016-11-04,Local Kitchen,3311.06
2018-10-28,World of Warcraft,-7406.38
2018-11-29,Google Play,1536.17
2019-08-04,QIWI,-2880.12
2016-09-07,Friday's,5998.93
2018-11-04,5ka,-1375.74
2019-11-11,Mindbox,-2422.95
2016-01-14,Burger King,-1158.67
2019-01-23,Local Kitchen,-4554.29
2016-12-09,OZON,-9955.45
2018-10-26,Friday's,9551.01
2018-08-29,KFC,-5000.34
2018-07-29,World of Warcraft,-1801.81
2017-08-15,Dodo Pizza,-441.82
2017-09-12,World of Warcraft,-8964.1
2019-05-14,Mindbox,3736.97
2018-06-02,Yandex.Money,-3995.75
2017-08-12,Stellar,-2732.34
2016-01-01,Friday's,6666.51
2017-03-18,Steam,5120.67
2019-07-09,Google Play,7511.47
2019-02-10,Mindbox,-844.47
2017-06-01,Mindbox,4363.8
2017-05-09,Amazon,-7650.91
2016-06-08,Dodo Pizza,-6452.66
2016-10-27,Amazon,-9576.23
2017-09-27,Wildberries,-1419.85
2018-09-20,Dr. Head,896.42
2016-08-26,OZON,5513.69
2016-04-02,VK,5445.52
2018-10-30,KFC,6307.8
2019-10-13,Local Kitchen,-22.25
2019-11-28,Wildberries,-1488.81
2017-06-26,Dodo Pizza,5936.98
2018-02-13,Friday's,7697.79
2017-05-18,Yves Rocher,-9103.43
2016-12-21,Dr. Head,6377.46
2018-06-16,Local Kitchen,-2154.33
2016-02-21,Local Kitchen,5788.4
2018-09-17,Stellar,2235.7
2016-07-16,World of Warcraft,9478.07
2017-02-07,Coinbase,-1423.05
2017-10-19,OZON,1478
2017-07-21,OZON,4127.18
2018-10-03,Papa John's,2314.26
2016-04-10,Google Play,6844.56
2019-06-30,KFC,-3299.36
2018-04-20,VK,-9570.57
2019-08-10,Burger King,232.38
2016-11-19,Wildberries,4704.45
2018-05-11,Steam,-7344.87
2018-06-08,Papa John's,8094.3
2019-11-01,World of Warcraft,3073.35
2018-03-22,Local Kitchen,-8930.98
2017-02-11,KFC,5647.01
2019-03-13,McDonald's,-3875.91
2016-08-18,McDonald's,8308.68
2019-02-25,Stellar,-4134.62
2017-03-14,Local Kitchen,5881.15
2018-09-14,Burger King,-9494.8
2019-05-10,5ka,-7692.31
2017-07-11,Wildberries,-2214.47
2016-11-23,Yves Rocher,6642.49
2017-08-21,Papa John's,-8961.2
2016-02-11,Steam,-9773.06
2019-08-23,5ka,9551.05
2019-01-10,Perekrestok,596.14
2018-04-29,Papa John's,3797.24
2017-03-21,Steam,-7374.63
2017-09-13,Perekrestok,5538.56
2019-03-13,Perekrestok,5584.09
2016-01-14,Google Play,768.76
2016-04-11,HSE,3074.82
2016-01-05,Google Play,5909.32
2017-07-29,Local Kitchen,-4334.13
2019-03-17,OZON,-2527.2
2018-11-25,Mindbox,-4112.17
2017-02-02,QIWI,3.71
2017-09-26,5ka,-5769.51
2019-08-11,Papa John's,-8930.55
2018-01-04,Stellar,3569.07
2017-05-02,Wildberries,3022.5
2019-12-26,Coinbase,-1173.05
2018-03-09,Yandex.Money,8686.18
2016-11-06,Papa John's,-2582.82
2019-01-24,5ka,-2787
2018-03-06,Steam,2350.43
2016-01-05,OZON,-6070.25
2018-12-03,Starbucks,-9398.08
2016-05-24,Steam,1279.63
2018-08-07,Perekrestok,-7969.83
2019-03-25,Friday's,6520.76
2018-01-15,Starbucks,-3679.74
2018-09-02,OZON,5111.62
2017-11-02,Google Play,-9516.22
2017-07-15,Perekrestok,5950.31
2017-09-14,Dr. Head,-9800.74
2017-10-03,Local Kitchen,-6796.4
2017-12-08,Stellar,4868.78
2016-12-09,Wildberries,-2113.61
2019-05-31,KFC,-835.61
2017-07-13,KFC,-6488.96
2017-08-12,Google Play,-4676.32
2018-04-18,Mindbox,-2264.43
2017-08-15,Local Kitchen,4576.95
2018-04-02,Steam,5274.23
2016-11-13,HSE,-1878.5
2016-12-28,Amazon,-7412.45
2018-09-13,Coinbase,-2044.79
2016-10-21,World of Warcraft,4917.28
2016-02-19,5ka,3652.91
2016-07-17,KFC,3544.11
2019-05-20,KFC,3260.07
2017-06-05,Google Play,-9153.97
2016-06-17,Dodo Pizza,137.54
2016-10-29,McDonald's,-5874.25
2019-01-01,KFC,4079.95
2019-07-26,Coinbase,-6363.94
2016-03-07,KFC,-4300.04
2016-11-17,Papa John's,1325.41
2019-01-24,Starbucks,-2326.22
2017-08-11,Papa John's,-5944.03
2019-07-31,HSE,-5404.58
2019-07-23,Coinbase,-1598.03
2019-09-26,Starbucks,-6309.83
2017-01-10,Google Play,6244.16
2016-01-12,Dr. Head,-4399.25
2016-04-27,Mindbox,-2723.34
2019-04-17,Mindbox,9059.3
2019-04-26,Friday's,-2206.77
2018-12-25,Yves Rocher,1343.91
2018-02-26,Burger King,8324.11
2017-11-16,World of Warcraft,3524.89
2017-04-10,Steam,-9710.66
2019-05-25,Stellar,3610.82
2016-08-25,World of Warcraft,-9718
2019-07-06,VK,-8116.52
2016-01-30,OZON,8988.2
2018-06-04,HSE,3145.21
2019-04-20,QIWI,-958.24
2019-05-22,Friday's,-5053.1
2019-04-05,World of Warcraft,629.91
2016-01-30,Friday's,9607.21
2019-07-04,McDonald's,4845.26
2019-05-19,Yandex.Money,4686.5
2016-02-21,Wildberries,-7723.24
2019-03-05,Dr. Head,-6927.06
2016-04-26,5ka,-668.45
2018-05-18,Stellar,-696.49
2017-01-11,VK,-8510.5
2018-07-04,QIWI,6916.58
2017-11-24,Yandex.Money,2020.1
2017-06-25,HSE,-2397.68
2017-07-22,OZON,-198.9
2018-07-17,Wildberries,1124.66
2019-08-13,Starbucks,-4738.66
2019-01-22,Yves Rocher,-1092.55
2017-10-03,Stellar,-5901.13
2016-11-17,KFC,9029.28
2018-11-29,World of Warcraft,-3329.79
2016-07-24,Dr. Head,5160.42
2016-04-27,Starbucks,7831.99
2019-02-16,Burger King,6241.86
2018-06-08,QIWI,1584.58
2019-02-21,Friday's,-3804.57
2019-08-07,Yandex.Money,7490.98
2019-01-09,Google Play,3796.2
2019-05-16,Google Play,9709.84
2019-03-27,Perekrestok,-2282.55
2019-06-16,HSE,-9834.29
2018-08-07,KFC,5947.67
2018-02-26,Burger King,7181
2017-07-03,Steam,-5063.99
2019-02-15,5ka,-7977.36
2017-06-06,McDonald's,-2885.29
2018-06-10,Friday's,6565.81
2017-07-23,Papa John's,-4872.22
2016-06-21,HSE,33.72
2016-01-27,Google Play,8297.44
2017-12-13,Steam,8676.87
2018-06-16,OZON,-921.43
2017-12-05,Amazon,7466.8
2019-05-12,McDonald's,8789.19
2018-01-07,Steam,-7808.98
2019-10-13,Mindbox,-2745.43
2017-09-12,World of Warcraft,3113.98
2017-04-22,Amazon,-5224.49
2019-09-23,Dr. Head,-1264.99
2019-06-19,World of Warcraft,354.83
2018-10-05,Dr. Head,-8518.34
2019-07-25,Yves Rocher,-5974.56
2017-10-10,Mindbox,-6514.16
2018-07-18,Stellar,3015.82
2019-12-21,World of Warcraft,-8117.47
2019-11-29,KFC,2049.36
2016-02-08,Google Play,78.9
2017-05-15,HSE,1517.64
2017-03-10,Mindbox,4412.14
2016-10-30,5ka,8590.8
2018-03-13,Mindbox,-2092.39
2019-08-10,Yves Rocher,-2137.09
2016-06-24,KFC,-3897.95
2018-01-25,Local Kitchen,-9584.7
2017-11-11,OZON,5274.29
2017-01-22,VK,5210.87
2016-12-31,Mindbox,-1297.51
2018-02-12,HSE,9369.71
2019-12-15,McDonald's,-4621.46
2017-12-29,Stellar,4196.24
2017-05-17,Google Play,876.07
2019-05-25,Dodo Pizza,2615.7
2017-12-23,Yves Rocher,-1313.93
2018-08-10,Friday's,-4643.37
2019-07-27,Yandex.Money,4761.63
2019-05-19,Yandex.Money,-2197.77
2018-10-05,5ka,1731.68
2019-10-29,QIWI,7998.49
2016-06-06,Steam,-7935.26
2018-06-30,Local Kitchen,3371.53
2018-02-20,KFC,1985.73
2019-06-14,HSE,-2400.1
2017-09-03,Burger King,-6468.94
2017-06-11,McDonald's,-7738.77
2017-03-21,QIWI,2366.81
2017-07-02,OZON,8333.25
2018-12-12,Wildberries,-3615.69
2017-07-02,Starbucks,-2740.31
2019-07-16,Wildberries,2422.42
2019-09-30,OZON,-368.98
2019-11-14,Steam,7934.75
2017-12-21,Steam,7927.51
2017-04-28,McDonald's,-1058.31
2019-02-19,Burger King,-835.48
2017-12-15,McDonald's,2273.4
2018-03-18,Dr. Head,-1844.67
2018-01-28,Friday's,2923.73
2017-09-25,Dodo Pizza,-8835.24
2018-01-02,Google Play,1206.05
2019-03-23,Coinbase,-7925.07
2017-12-20,Coinbase,6136.05
2017-03-19,McDonald's,-1704.11
2019-12-16,5ka,4797.53
2019-01-04,OZON,5605.89
2018-06-10,Perekrestok,-1858.91
2019-03-21,Dodo Pizza,-6054.66
2016-02-22,Coinbase,7503.15
2018-08-30,Friday's,8097.71
2017-06-11,Coinbase,-3574.03
2019-06-18,KFC,3916.85
2019-04-08,Yves Rocher,-6270.92
2017-01-09,Papa John's,-8922.49
2017-11-14,Local Kitchen,-9585.59
2016-07-04,McDonald's,1234.5
2018-12-12,Dodo Pizza,-3081.13
2017-04-25,Google Play,231.2
2019-07-10,Perekrestok,2732.9
2016-01-13,QIWI,-6252.02
2018-03-26,HSE,-8374.78
2018-09-17,Amazon,1585.93
2016-02-03,Dodo Pizza,-8031
2017-09-27,Dodo Pizza,-1905.49
2019-02-07,Coinbase,878.09
2016-03-01,Local Kitchen,-5237.97
2017-12-19,Burger King,3138.39
2018-06-15,Wildberries,-3472.73
2016-10-27,QIWI,3098.62
2019-06-19,Perekrestok,1196.33
2019-07-07,5ka,-811.27
2017-01-14,Dodo Pizza,6827.16
2016-01-05,Dodo Pizza,-9928.11
2018-09-22,Friday's,7283.99
2017-09-07,Papa John's,-8767.01
2019-02-05,Dodo Pizza,-4751.1
2018-12-11,World of Warcraft,-5566.86
2017-05-11,Google Play,-1164.78
2017-03-08,VK,-1482.02
2018-07-18,Papa John's,1257.78
2019-12-12,Dr. Head,9596.33
2018-03-06,HSE,2026.21
2018-10-06,Amazon,-9730.91
2017-05-17,Mindbox,-3798.8
2016-03-03,Dodo Pizza,-7363.04
2018-10-08,Coinbase,-8986.59
2019-04-22,Stellar,1775.52
2019-01-14,OZON,7912.64
2019-05-25,Google Play,7383.26
2016-09-20,KFC,-4072.62
2017-08-27,KFC,7238.63
2019-08-15,QIWI,5214.49
2019-03-07,QIWI,4364.47
2016-10-30,Friday's,-9289.26
2016-06-16,World of Warcraft,9124.54
2017-04-03,Burger King,-5980.75
2018-10-25,KFC,-7890.43
2017-04-29,Perekrestok,5159.35
2016-05-11,QIWI,-8055.31
2016-10-07,Stellar,-2493.97
2016-07-10,HSE,-7930.59
2017-09-13,KFC,5148.16
2017-08-15,OZON,-7349.46
2017-09-19,5ka,5229.67
2019-07-20,5ka,-4106.6
2019-03-13,Steam,-3819.55
2019-11-01,KFC,9204.04
2016-05-01,Yves Rocher,-9502.69
2017-08-24,Burger King,5624.64
2018-01-21,Amazon,-1449.57
2017-02-05,KFC,-4462.52
2019-12-25,Steam,-6914.76
2016-03-19,Local Kitchen,7149.17
2017-10-12,Papa John's,-5965.38
2018-06-23,Wildberries,-5241.08
2018-01-30,Dodo Pizza,2284.12
2019-05-15,Papa John's,-9139.22
2017-05-26,Wildberries,-9400.31
2017-04-18,World of Warcraft,7818.85
2017-08-14,Amazon,-4887.41
2017-10-12,Stellar,-7681.11
2016-09-21,Coinbase,-6089.59
2018-12-12,OZON,-3507.27
2018-10-20,QIWI,-6372.26
2017-11-05,World of Warcraft,3132.72
2016-08-29,Burger King,-8492.81
2019-11-17,Papa John's,9098.21
2019-10-09,Perekrestok,-4785.11
2016-08-01,Burger King,-158.51
2019-07-29,KFC,2164.12
2017-02-05,Burger King,-7765.95
2017-09-15,Yandex.Money,1801.14
2016-10-22,Burger King,5349.36
2018-12-04,Starbucks,5025.43
2017-04-04,Coinbase,7089.29
2017-03-22,Mindbox,4367.43
2018-02-05,Yves Rocher,8262.91
2019-07-22,Friday's,506.12
2017-11-02,World of Warcraft,2851.14
2016-11-03,Amazon,2835.88
2017-03-08,Google Play,-6208.82
2017-09-30,Local Kitchen,-6652.13
2017-11-30,5ka,-4935.39
2018-06-19,OZON,-4594.48
2017-05-10,Coinbase,-8627.13
2018-07-03,Stellar,8083.16
2016-12-12,Perekrestok,-404.46
2017-09-15,World of Warcraft,-4488.15
2017-02-02,Amazon,-1351.74
2016-03-03,QIWI,7912.1
2017-04-01,Wildberries,-2012.35
2018-08-02,HSE,7689.4
2019-04-06,Wildberries,-3336.95
2019-11-28,HSE,-9049.52
2018-01-07,Yves Rocher,3475.3
2018-05-19,Mindbox,1397.19
2017-12-03,Friday's,9416.82
2017-07-20,Dr. Head,7083.83
2016-10-02,Stellar,-5970.69
2019-03-09,Wildberries,-696.01
2018-08-10,Dodo Pizza,-51.2
2018-09-01,Yves Rocher,1326.08
2018-05-26,5ka,-181.85
2016-10-13,World of Warcraft,4855.35
2019-01-21,Yandex.Money,-2026.73
2018-08-08,Local Kitchen,3893.54
2018-05-15,Starbucks,-542.85
2018-08-19,5ka,-5889.05
2017-01-06,Stellar,-8141.49
2016-04-19,OZON,-2095.74
2016-07-05,Wildberries,-868.72
2017-12-30,Yandex.Money,-430.65
2019-08-04,VK,7688.5
2016-12-16,Yandex.Money,4244.99
2016-11-24,Starbucks,3886.14
2019-01-19,Mindbox,-8912.18
2016-05-04,Local Kitchen,-9861.46
2018-04-18,HSE,-3159.13
2017-07-03,Papa John's,-2394.16
2019-10-05,QIWI,4924.84
2016-04-20,OZON,3818.71
2019-09-01,Stellar,-4624.34
2018-12-19,Yandex.Money,-7389.66
2018-01-08,Google Play,-9964.4
2019-06-23,KFC,-5424.07
2018-01-20,World of Warcraft,5275.55
2019-08-15,OZON,910.07
2019-08-01,Coinbase,672.46
2016-04-04,Google Play,-7897.68
2016-02-21,Coinbase,2874.2
2019-08-09,Yandex.Money,-9860.68
2018-04-29,Dodo Pizza,-4582.86
2017-05-26,Dr. Head,9734.86
2018-09-09,Friday's,5293.53
2017-05-28,Papa John's,6602.96
2018-10-30,QIWI,7972.88
2019-03-23,World of Warcraft,8871.58
2017-01-16,Google Play,-8340.11
2018-07-23,Yandex.Money,-2023.43
2016-02-18,Yandex.Money,-6081.32
2017-02-01,Dr. Head,8942.39
2017-02-22,Steam,-4442.78
2018-08-14,Dodo Pizza,-790.91
2019-12-13,Dodo Pizza,4995.16
2019-08-23,Steam,-4298.95
2017-06-19,KFC,3375.62
2017-10-21,QIWI,-3144.84
2019-09-19,Friday's,4323.61
2018-09-25,Dr. Head,-6383.65
2018-05-30,HSE,-7098.57
2017-09-07,Dr. Head,-5206.65
2019-01-08,Perekrestok,-3425.27
2017-03-20,HSE,3621.18
2017-12-23,Yves Rocher,-9334.72
2019-04-27,Yves Rocher,-6876.45
2017-02-20,Yves Rocher,9458.7
2017-02-10,Mindbox,3036.69
2019-02-14,VK,5986.2
2017-01-25,Friday's,-5817.12
2016-01-09,QIWI,-4750.5
2017-12-16,Starbucks,4594.3
2016-10-26,Amazon,-4369.84
2016-04-02,Local Kitchen,2331.12
2018-05-22,Steam,-3734.08
2016-03-29,Papa John's,1467.64
2016-06-28,McDonald's,-3993.38
2017-03-11,Yandex.Money,-5990.83
2017-03-24,Dr. Head,6753.28
2016-01-04,Mindbox,2919.43
2016-11-24,McDonald's,-1408.81
2017-10-01,World of Warcraft,9930.96
2017-12-10,World of Warcraft,-4426.99
2018-10-01,5ka,9537.39
2019-10-11,Dr. Head,5704.64
2019-11-18,Mindbox,-2320.6
2019-11-06,Dr. Head,1702.63
2017-04-19,Mindbox,-9792.8
2017-06-29,Starbucks,-4545.82
2019-02-10,Perekrestok,3008.69
2017-02-15,Amazon,3355.62
2017-01-04,Papa John's,-9908.36
2016-09-28,Stellar,-2386.89
2016-03-19,Dr. Head,1734.67
2019-04-07,Dr. Head,-8630.2
2018-11-08,Steam,-2766.25
2017-03-09,Coinbase,1962.83
2019-04-05,Papa John's,-9987.88
2018-11-26,Papa John's,-8721.26
2018-09-06,McDonald's,5798.42
2018-08-14,QIWI,2077.26
2017-11-11,Friday's,-4434.21
2018-01-30,HSE,-3512.5
2016-08-18,Starbucks,5837.36
2019-09-23,Coinbase,3740.76
2016-12-28,Burger King,-5659.21
2018-07-14,Dr. Head,-3127.51
2018-06-14,McDonald's,1819.77
2016-08-08,Dodo Pizza,5401.65
2017-10-18,Amazon,206.76
2019-07-13,Stellar,4013.88
2016-03-14,5ka,815.8
2016-03-21,Wildberries,9896.84
2017-01-25,Starbucks,9143.78
2017-05-09,Yves Rocher,1169.88
2017-05-24,VK,-649.37
2019-12-14,Dodo Pizza,2733.18
2017-11-14,KFC,-9959.88
2018-06-14,Friday's,-6090.07
2017-05-28,Wildberries,1745.77
2019-11-10,Papa John's,-312.19
2018-02-14,QIWI,3363.13
2016-03-26,Coinbase,-4653.62
2019-05-06,Starbucks,-2995.17
2019-09-18,Stellar,4341.11
2017-07-27,QIWI,9404.66
2017-09-08,Wildberries,7272.05
2017-03-18,5ka,9187.73
2019-02-13,Local Kitchen,-7879.07
2018-02-16,Amazon,-6015.78
2019-02-16,Yandex.Money,698.49
2018-07-01,Local Kitchen,-5019.91
2016-12-12,McDonald's,8863.45
2019-11-17,Yves Rocher,-8469.96
2019-01-18,HSE,6550.27
2018-01-06,KFC,5824.52
2017-06-08,McDonald's,375.54
2019-05-13,Perekrestok,-855.27
2018-10-04,Friday's,-5084.43
2018-03-12,Papa John's,-3924.52
2016-02-14,KFC,-9313.16
2016-10-27,Yandex.Money,-2021.8
2017-05-14,Starbucks,218.19
2019-05-17,OZON,-3921.82
2018-02-18,Burger King,1701.69
2017-01-23,Starbucks,1642.83
2017-05-21,Coinbase,3393.85
2016-04-01,Coinbase,-9865.6
2016-08-10,Yandex.Money,-7955.75
2016-05-14,Google Play,-58.57
2019-03-15,Google Play,720.37
2018-05-03,Stellar,-7228.66
2017-04-05,Stellar,8826.36
2016-01-10,Mindbox,-4194.59
2019-03-30,Steam,-8296.81
2016-01-11,Burger King,-8292.79
2016-02-13,Stellar,-3048.66
2019-02-22,Amazon,-5973.47
2016-02-17,VK,-7105.2
2019-02-28,Burger King,9057.22
2016-01-26,Stellar,715.24
2019-10-22,Papa John's,-64.82
2016-01-20,Google Play,9819.11
2016-10-12,QIWI,3420.57
2017-03-20,Burger King,9155.62
2016-11-17,Yandex.Money,5932.38
2018-12-17,Perekrestok,6124.38
2017-11-11,Steam,4240.96
2019-03-24,Steam,8070.22
2019-02-11,Dodo Pizza,6953.22
2017-10-21,OZON,2120.11
2016-04-02,VK,1515.07
2016-03-11,Perekrestok,1444.45
2016-05-20,Local Kitchen,4474.37
2019-05-06,Mindbox,-1663.41
2016-04-22,McDonald's,-5483.85
2016-03-12,Burger King,-3256.15
2017-03-23,OZON,-363.41
2017-10-26,Starbucks,5550.61
2018-01-15,Yandex.Money,2860.3
2018-03-04,Dodo Pizza,-434.39
2017-10-19,Friday's,7632.93
2018-12-08,5ka,5893.54
2019-02-15,QIWI,-4558.69
2016-08-15,Burger King,-970.51
2016-05-23,Stellar,783.77
2019-02-23,Mindbox,8635.89
2018-05-10,OZON,3762.53
2018-01-08,QIWI,7353.03
2017-04-18,Steam,1594.57
2018-05-12,World of Warcraft,-5676.81
2016-12-12,Google Play,3374.66
2019-11-11,Perekrestok,4349.46
2019-12-06,QIWI,-2615.69
2018-05-22,Dr. Head,-8692.36
2017-03-17,Perekrestok,-4058.42
2018-04-02,Dr. Head,1423.24
2017-07-31,HSE,3527.62
2016-01-01,Stellar,-7476.94
2018-02-02,Google Play,-4915.7
2017-04-08,VK,-7232.08
2017-11-07,Google Play,3409.38
2019-11-29,Dr. Head,-1252.91
2019-05-26,World of Warcraft,-3312.87
2016-10-16,Google Play,-4508.53
2018-06-24,Starbucks,-7253.34
2017-08-16,Burger King,-9491.62
2017-07-20,World of Warcraft,-7067.55
2017-10-08,Amazon,8080.94
2016-02-26,Friday's,4946.09
2017-03-23,Steam,-2720.65
2016-09-13,Stellar,-9066.32
2019-10-28,QIWI,-6123.95
2016-04-12,QIWI,-4072.06
2016-04-28,Local Kitchen,8298.38
2019-10-09,Yves Rocher,-7231.96
2017-02-10,QIWI,-3131.5
2017-07-30,Coinbase,-6819.44
2018-11-21,Yves Rocher,-100.65
